Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	P5	P8	Pool	Species	Path
AA227	1224	124219	0.985356507	0.60135728	14	0.7712	46.48928571	18.98631538	59.82229974	11.75669436	4	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA227LB_trim_adRm.fq.gz
AA228	12	5011	0.239473159	0.139692676	0	0.5	22.33333333	7.420691792	70.83516484	8.551052906	5	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA228LB_trim_adRm.fq.gz
AA229	1381	397053	0.347812509	0.158920849	9	0.735	47.44808743	16.23546884	63.02880027	11.1630712	6	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA229LB_trim_adRm.fq.gz
AA230	1237	247795	0.49920297	0.295001917	28	0.8375	44.76616915	21.22687094	64.29438035	10.91585718	7	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA230LB_trim_adRm.fq.gz
AA231	48322	149327	32.35985455	23.38625969	248	0.8869	60.578957	13.53316097	63.66484456	11.15535704	8	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA231LB_trim_adRm.fq.gz
AA232	531	115626	0.459239271	0.263781502	7	0.791	42.30630631	24.46957027	66.54195094	10.53237902	9	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA232LB_trim_adRm.fq.gz
AA234	7167	568992	1.259595917	0.849221079	97	0.8514	50.94366197	16.97185363	66.26896907	10.63534418	11	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA234LB_trim_adRm.fq.gz
AA235	3580	961773	0.372229206	0.214083781	51	0.7989	39.5375	21.52493096	62.69995505	11.08748851	12	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA235LB_trim_adRm.fq.gz
AA236	501	595030	0.084197435	0.014116935	2	0.4132	23.11564626	12.09237314	58.44145569	10.92495779	13	36	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA236LB_trim_adRm.fq.gz
AA237	117	31975	0.365910868	0.021892103	1	0.3761	21.61643836	10.17025912	55.99395572	11.86305594	1	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA237LB_trim_adRm.fq.gz
AA238	488	325327	0.15000292	0.05164035	15	0.668	28.7654321	14.5147358	59.45204784	10.68392969	2	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA238LB_trim_adRm.fq.gz
AA240	986	1352468	0.072903758	0.034751284	24	0.717	38.34050179	19.2985492	64.40565233	9.897239053	3	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA240LB_trim_adRm.fq.gz
AA241	89791	1637451	5.483583936	3.072030858	969	0.6711	32.94362048	11.05663908	49.78226937	12.29604841	4	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA241LB_trim_adRm.fq.gz
AA242	106	110942	0.09554542	0.011717835	1	0.3868	21.23076923	7.735408099	59.91801697	11.79768841	5	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA242LB_trim_adRm.fq.gz
AA243	7919	1820608	0.434964583	0.189057721	300	0.582	25.28791541	11.39131458	53.2569649	11.49339405	6	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA243LB_trim_adRm.fq.gz
AA244	686	535144	0.128189796	0.026534914	14	0.5044	24.92941176	14.50117541	65.11468816	10.45413072	7	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA244LB_trim_adRm.fq.gz
AA245	3947	152344	2.59084703	1.283936355	12	0.6235	33.66756393	13.51128165	50.75997278	11.07992209	8	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA245LB_trim_adRm.fq.gz
AA246	550	2202698	0.024969378	0.016207397	18	0.6727	26.94444444	15.64005823	65.5174538	9.859550048	9	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA246LB_trim_adRm.fq.gz
AA247	411	157306	0.261274204	0.066113181	1	0.5523	22.73369565	12.20900659	57.24357171	11.7128244	10	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA247LB_trim_adRm.fq.gz
AA248	5294	38835	13.63203296	10.54976181	161	0.9067	63.548583	14.03721033	64.66220068	10.90944111	11	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA248LB_trim_adRm.fq.gz
AA249	404	288077	0.140240283	0.065954589	10	0.703	29.125	15.70770966	57.70309563	10.54509806	12	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA249LB_trim_adRm.fq.gz
AA250	576	426390	0.135087596	0.070827177	15	0.592	33.14468085	16.92228097	62.39588404	10.9932981	13	37	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA250LB_trim_adRm.fq.gz
AA251	1557	186215	0.83613028	0.187954783	4	0.6692	27.3592233	14.63356196	54.17868696	11.00943229	1	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA251LB_trim_adRm.fq.gz
AA252	278	213584	0.130159563	0.07069818	10	0.6942	24.48235294	13.64133404	62.65708488	10.72503453	2	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA252LB_trim_adRm.fq.gz
AA253	10323	1359772	0.75917139	0.466622346	61	0.8336	47.18102445	14.65957523	61.44608253	11.33856256	3	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA253LB_trim_adRm.fq.gz
AA254	2376	844696	0.281284628	0.149521248	9	0.6949	38.48689655	16.26681559	56.50249275	10.66788868	4	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA254LB_trim_adRm.fq.gz
AA255	92	21492	0.428066257	0.265214964	2	0.6848	24.48275862	11.84006723	59.83811657	12.41353411	5	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA255LB_trim_adRm.fq.gz
AA256	4518	953973	0.473598309	0.171598148	61	0.6788	43.77670572	16.76720224	59.96276078	10.96394387	6	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA256LB_trim_adRm.fq.gz
AA257	5609	1422618	0.394273094	0.150005131	64	0.703	43.91116447	15.58756824	58.89536716	10.71371898	7	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA257LB_trim_adRm.fq.gz
AA258	6671	2325948	0.286807788	0.094069171	78	0.5894	40.10405257	14.05440936	58.54109834	11.54548341	8	38	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA258LB_trim_adRm.fq.gz
AA259	1646	1198412	0.137348424	0.047896717	31	0.5565	25.97945205	12.8461772	57.22709554	11.21056937	9	1	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA259LB_trim_adRm.fq.gz
AA260	1694	638406	0.265348383	0.169484623	47	0.7426	37.58944954	14.95921747	60.41777578	10.65503017	10	1	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA260LB_trim_adRm.fq.gz
AA261	2777	1058559	0.262337763	0.160595678	101	0.7958	42.78835979	14.54969571	60.8981189	10.9400899	11	1	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA261LB_trim_adRm.fq.gz
AA262	2883	882738	0.326597473	0.217618365	58	0.8002	40.31770833	15.00115122	59.90702281	11.16329877	12	1	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA262LB_trim_adRm.fq.gz
AA263	113	332140	0.034021798	0.011440959	2	0.4071	21.71641791	6.973556047	56.70810674	10.6083956	13	1	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA263LB_trim_adRm.fq.gz
AA264	2503	642554	0.389539245	0.246671875	19	0.8114	36.97033898	15.5460814	58.96289282	10.4251913	1	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA264LB_trim_adRm.fq.gz
AA267	429	57179	0.750275451	0.321796464	14	0.6807	29.87591241	13.42870348	59.04296236	15.01709991	2	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA267LB_trim_adRm.fq.gz
AA266	228197	2249877	10.14264335	6.368659264	10024	0.8957	46.56719301	13.62700119	53.39543347	11.67995994	3	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA266LB_trim_adRm.fq.gz
AA265	12911	2030475	0.635861067	0.417242271	87	0.83	49.68838269	13.59374175	63.59402236	10.80904981	4	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA265LB_trim_adRm.fq.gz
AA268	51	19165	0.266110097	0.109574746	0	0.4118	21.43333333	6.866627608	53.56064563	12.65400267	5	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA268LB_trim_adRm.fq.gz
AA269	3975	1439876	0.276065439	0.159388725	139	0.7814	34.18757192	19.72461402	57.71904759	11.47010167	6	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA269LB_trim_adRm.fq.gz
AA270	3306	344723	0.959030874	0.462980422	65	0.7474	34.30778443	18.13822161	57.15785737	12.24732089	7	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA270LB_trim_adRm.fq.gz
AA271	14814	470292	3.149957898	1.890527587	59	0.81	47.16909414	17.22413299	54.78851957	11.83078683	8	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA271LB_trim_adRm.fq.gz
AA272	888	743953	0.119362379	0.011694287	0	0.3514	20.20138889	6.999706688	55.70186555	11.84839013	9	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA272LB_trim_adRm.fq.gz
AA273	256	178849	0.143137507	0.008946094	1	0.3594	22.80487805	10.24597964	57.72368635	12.16945447	10	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA273LB_trim_adRm.fq.gz
AA274	540	428381	0.126056011	0.027078699	21	0.2074	36.5817757	20.74130488	54.93456449	11.41245639	11	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA274LB_trim_adRm.fq.gz
AA276	2534	2942817	0.086107971	0.014340001	0	0.2612	20.98824786	5.442461355	55.60873	12.05560099	12	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA276LB_trim_adRm.fq.gz
AA277	367	365699	0.100355757	0.016406936	0	0.2561	19.85347985	2.201385922	52.82932673	10.72812374	13	39	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA277LB_trim_adRm.fq.gz
AA278	547	500859	0.109212373	0.022161926	1	0.351	21.6028169	7.284958031	53.80184634	11.36644042	1	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA278LB_trim_adRm.fq.gz
AA279	5831	1601050	0.364198495	0.203304082	61	0.7712	37.2916042	16.06703806	55.27106711	11.11804944	2	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA279LB_trim_adRm.fq.gz
AA280	12494	1928125	0.647987034	0.438508914	529	0.8906	53.79809802	16.65598602	60.96500049	11.20170981	3	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA280LB_trim_adRm.fq.gz
AA281	2147	3969200	0.054091505	0.024060264	47	0.5845	27.57399103	13.80293063	56.27221673	10.68338579	4	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA281LB_trim_adRm.fq.gz
AA282	52	13113	0.396553039	0.1525204	2	0.75	35	20.0333056	72.31474683	7.222379402	5	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA282LB_trim_adRm.fq.gz
AA283	7623	1264422	0.602884164	0.363881679	168	0.8653	47.6728335	19.44457992	60.15261968	11.57466066	6	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA283LB_trim_adRm.fq.gz
AA284	17626	1785493	0.987178331	0.631198218	635	0.8657	44.10899873	20.8876344	58.43431433	11.74730845	7	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA284LB_trim_adRm.fq.gz
AA285	6348	70805	8.96546854	3.563307676	160	0.7242	30.56025128	17.64907757	54.84930824	13.26325373	8	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA285LB_trim_adRm.fq.gz
AA286	1533	52915	2.897099121	0.975148824	25	0.6477	26.77037037	15.06433488	58.75286006	13.00425999	9	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA286LB_trim_adRm.fq.gz
AA287	3377	732260	0.461174992	0.226149182	47	0.7062	35.96875	17.05123848	59.93229937	12.06926254	10	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA287LB_trim_adRm.fq.gz
AA288	810560	1423633	56.93602213	38.06606056	6845	0.8851	53.86972308	13.15717991	60.81338833	11.97758652	11	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA288LB_trim_adRm.fq.gz
AA289	5484	5867664	0.093461384	0.026756815	14	0.4385	23.57421241	9.133597847	53.04526552	10.49367906	12	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA289LB_trim_adRm.fq.gz
AA290	5277	1521299	0.346874612	0.161572446	137	0.6794	29.43321513	14.4588867	52.97626694	10.74730027	13	40	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA290LB_trim_adRm.fq.gz
AA292	1612	117284	1.374441527	0.41949456	20	0.7866	43.85174419	19.87991932	61.14102365	11.37762246	1	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA292LB_trim_adRm.fq.gz
AA291	12186	770934	1.580680058	0.841706294	193	0.7848	37.11670481	14.46104489	55.49525592	13.02268881	2	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA291LB_trim_adRm.fq.gz
AA294	35686	1341994	2.659177314	1.689277299	911	0.8804	51.39751698	15.63338183	60.26172671	11.82458993	3	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA294LB_trim_adRm.fq.gz
AA295	3103	1551110	0.200050287	0.075494323	63	0.5553	28.27898551	14.84880509	56.89291313	12.34745646	4	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA295LB_trim_adRm.fq.gz
AA296	532	32236	1.650328825	0.924432312	0	0.8628	42.97260274	23.66606373	62.78726752	11.38216803	5	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA296LB_trim_adRm.fq.gz
AA297	20410	1697727	1.202195642	0.438998732	135	0.7606	35.86492018	15.67657274	56.27045368	11.78433116	6	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA297LB_trim_adRm.fq.gz
AA298	9542	821908	1.160957187	0.689249892	137	0.8241	42.00476758	21.12850708	60.53008928	11.64506143	7	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA298LB_trim_adRm.fq.gz
AA299	19284	6603875	0.292010373	0.143097802	219	0.661	32.01101423	15.03885831	51.97703595	9.964958252	8	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA299LB_trim_adRm.fq.gz
AA293	7573	4841765	0.156409904	0.038477704	89	0.3811	21.41796458	6.924694122	53.23464484	11.39874313	9	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA293LB_trim_adRm.fq.gz
AA300	19254	15452764	0.124599068	0.05825495	136	0.6305	27.70902446	14.49453753	55.42746724	10.92870806	10	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA300LB_trim_adRm.fq.gz
AA301	898287	4665716	19.25292924	14.4417277	8342	0.9284	65.0959709	12.39132641	67.15436688	9.965554407	11	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA301LB_trim_adRm.fq.gz
AA302	25364	159244	15.92775866	8.464997111	275	0.8424	45.79514757	17.24175934	58.81361058	12.80701783	12	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA302LB_trim_adRm.fq.gz
AA303	6260	1281814	0.488370388	0.222341151	66	0.7534	32.27266839	18.39633876	55.13588307	10.63979316	13	41	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA303LB_trim_adRm.fq.gz
AA304	14181	43907	32.29781128	20.60263739	64	0.8712	50.39539978	19.93268839	62.11888311	13.32703062	1	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA304LB_trim_adRm.fq.gz
AA305	447	234415	0.190687456	0.025595632	1	0.5168	21.17592593	8.712278108	61.14599204	12.35287452	2	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA305LB_trim_adRm.fq.gz
AA306	46279	2310817	2.002711595	0.99228974	2037	0.7914	38.57022996	12.264987	56.32919912	12.07213797	3	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA306LB_trim_adRm.fq.gz
AA307	1063	4480672	0.02372412	0.005378657	8	0.5024	28.41587902	17.49623913	65.69895146	9.560437745	4	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA307LB_trim_adRm.fq.gz
AA308	301	154634	0.194653181	0.014227143	1	0.5183	18.70344828	5.05267275	61.78014992	12.49629772	5	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA308LB_trim_adRm.fq.gz
AA309	10356	527310	1.963930136	0.977982591	121	0.7404	32.17447917	12.63844315	52.99393813	11.87323173	6	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA309LB_trim_adRm.fq.gz
AA310	4151	1409198	0.29456471	0.116591139	30	0.648	29.81519507	14.81752255	59.44933267	12.23850415	7	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA310LB_trim_adRm.fq.gz
AA312	2216	1514860	0.146284145	0.015314947	9	0.519	27.29080675	15.84656032	58.53024688	11.27346061	8	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA312LB_trim_adRm.fq.gz
AA313	498	1621554	0.030711281	0.009003709	0	0.4056	23.76351351	10.91934156	59.54469603	11.58150408	9	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA313LB_trim_adRm.fq.gz
AA314	1702	1731236	0.098311264	0.016635514	6	0.3343	22.67784643	9.657354708	57.03104121	12.17249912	10	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA314LB_trim_adRm.fq.gz
AA315	647	1625639	0.039799734	0.010088341	35	0.2504	31.59175258	19.83939477	59.46319696	11.60119818	11	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA315LB_trim_adRm.fq.gz
AA316	296	275811	0.107319868	0.007976477	0	0.3243	22.34	9.338653664	52.82916055	10.52049116	12	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA316LB_trim_adRm.fq.gz
AA317	92	9265	0.99298435	0.043173233	1	0.6304	21.08823529	10.40794466	62.61290323	13.12351452	13	42	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA317LB_trim_adRm.fq.gz
AA318	12875	2646403	0.486509424	0.280267216	58	0.7595	40.42312661	18.33056457	56.24037671	11.58580024	1	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA318LB_trim_adRm.fq.gz
AA319	1355	443154	0.305762782	0.044454072	1	0.2959	19.95702306	3.415174757	54.58070527	13.46150477	2	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA319LB_trim_adRm.fq.gz
AA320	1596	2648537	0.060259683	0.010345334	20	0.2331	22.18464052	8.589211094	57.99385952	12.1017226	3	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA320LB_trim_adRm.fq.gz
AA321	160	243663	0.065664463	0.020520145	7	0.0813	32.63945578	17.95235154	60.97459471	11.30450034	4	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA321LB_trim_adRm.fq.gz
AA322	1173	946663	0.123908931	0.024507137	0	0.3282	21.7677665	8.802686813	56.15267078	12.2665524	5	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA322LB_trim_adRm.fq.gz
AA323	833	4879771	0.017070473	0.003012436	5	0.4238	21.7	9.488901329	61.25302136	10.98674222	6	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA323LB_trim_adRm.fq.gz
AA324	334229	3109972	10.74700994	6.782376176	4631	0.8595	48.22136121	14.18674214	57.55628409	13.02339783	7	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA324LB_trim_adRm.fq.gz
AA325	1997432	4799898	41.61405097	25.81977784	7126	0.8367	50.3197671	13.39030277	57.56889414	12.84686975	8	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA325LB_trim_adRm.fq.gz
AA326	590	1129524	0.052234393	0.01080101	3	0.3695	25.77956989	12.90102534	60.34681123	11.94987485	9	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA326LB_trim_adRm.fq.gz
AA327	6743	1386112	0.486468626	0.282516853	346	0.8392	42.30627306	13.81363617	60.45923476	11.57678253	10	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA327LB_trim_adRm.fq.gz
AA328	847	686485	0.123382157	0.036854411	68	0.2361	36.11901082	22.70772145	61.35993501	12.22079507	11	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA328LB_trim_adRm.fq.gz
AA329	8442	2431887	0.34713784	0.056252614	1	0.2512	20.35121025	4.546530066	50.82333772	12.08740059	12	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA329LB_trim_adRm.fq.gz
AA330	112	9423	1.188581131	0.212246631	2	0.375	20.35714286	8.251544808	60.74501652	12.61076333	13	43	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA330LB_trim_adRm.fq.gz
AA013	1885	109390	1.723192248	0.852911601	15	0.7443	35.4439834	14.44920759	54.11878282	11.98939957	1	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA013LB_trim_adRm.fq.gz
AA014	68	18718	0.363286676	0.19232824	0	0.5441	21	7.509993342	61.95101975	12.34921515	2	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA014LB_trim_adRm.fq.gz
AA015	15229	380752	3.999716351	2.75770055	855	0.8946	49.70342679	16.327173	58.23222146	11.64852092	3	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA015LB_trim_adRm.fq.gz
AA016	20743	500970	4.140567299	2.872028265	863	0.8848	49.90502092	13.73612835	56.53281795	10.86366823	4	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA016LB_trim_adRm.fq.gz
AA017	149	61278	0.24315415	0.034270048	1	0.4295	28.30588235	10.99786075	49.50591368	9.621994296	5	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA017LB_trim_adRm.fq.gz
AA019	2442	312174	0.78225605	0.113398297	1	0.2625	20.07828984	4.292756246	48.69998042	12.25331897	6	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA019LB_trim_adRm.fq.gz
AA020	3376	1009820	0.334317007	0.066546513	7	0.3344	20.66666667	6.219827735	49.79622798	11.29193791	7	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA020LB_trim_adRm.fq.gz
AA021	767	113757	0.674244222	0.222403896	8	0.5176	30.39189189	16.12537058	50.03739414	10.64563444	8	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA021LB_trim_adRm.fq.gz
AA022	1189	276918	0.429368983	0.052362071	0	0.275	20.33294664	5.774653688	48.59863481	10.56201334	9	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA022LB_trim_adRm.fq.gz
AA023	839	138258	0.606836494	0.070881974	0	0.3361	19.90664273	4.205842421	47.81131501	11.16067559	10	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA023LB_trim_adRm.fq.gz
AA025	785	458786	0.171103739	0.022668521	1	0.265	20.24610052	4.081856392	50.84626825	11.2649268	12	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA025LB_trim_adRm.fq.gz
AA026	2	2085	0.095923261	0	0	0	19	0	55.00383693	11.75370994	13	21	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA026LB_trim_adRm.fq.gz
AA028	116	17436	0.665290204	0.097499426	1	0.4483	20.6875	7.786587981	59.86326507	14.47256365	2	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA028LB_trim_adRm.fq.gz
AA078	94	28344	0.331639853	0.254022015	4	0.734	44.96	16.90039447	56.80081344	11.61521472	3	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA078LB_trim_adRm.fq.gz
AA030	85	40889	0.20787987	0.13695615	4	0.6824	35.37037037	16.14870356	59.51362935	10.56792425	4	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA030LB_trim_adRm.fq.gz
AA032	45	1202	3.743760399	2.995008319	0	0.6667	37.2	6.940563995	53.26706485	12.49024927	5	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA032LB_trim_adRm.fq.gz
AA031	215	7239	2.970023484	2.458903163	4	0.8512	37.6875	17.02263673	56.56547619	12.49868455	6	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA031LB_trim_adRm.fq.gz
AA033	467	17623	2.649946093	0.936276457	30	0.5332	42.98165138	19.24351906	52.46863129	11.95626637	7	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA033LB_trim_adRm.fq.gz
AA034	1115	44254	2.519546256	1.285759479	35	0.5309	47.92734226	18.61287606	61.29863497	11.23983407	8	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA034LB_trim_adRm.fq.gz
AA035	1015	83657	1.213287591	0.663423264	5	0.7576	37.88211382	16.75216481	52.64724689	10.56043133	9	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA035LB_trim_adRm.fq.gz
AA036	387	78816	0.491017052	0.370483151	2	0.8708	46.52	15.26933702	56.50570216	10.99917241	10	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA036LB_trim_adRm.fq.gz
AA037	394	89210	0.441654523	0.167021634	10	0.4848	27.65024631	15.19643123	48.92347701	10.12439243	11	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA037LB_trim_adRm.fq.gz
